id,fir_id,person_id,role,arrest_date,bail_status
FP-00549,FIR-0140,P-0094,victim,,
FP-00550,FIR-0140,P-0260,complainant,,
FP-00551,FIR-0141,P-0065,accused,,in custody
FP-00552,FIR-0141,P-0009,accused,2024-11-04,in custody
FP-00553,FIR-0141,P-0178,victim,,
FP-00554,FIR-0141,P-0178,complainant,,
FP-00555,FIR-0141,P-0153,witness,,
FP-00556,FIR-0142,P-0021,accused,,in custody
FP-00557,FIR-0142,P-0235,victim,,
FP-00558,FIR-0142,P-0235,complainant,,
FP-00559,FIR-0143,P-0029,accused,,on bail
FP-00560,FIR-0143,P-0317,victim,,
FP-00561,FIR-0143,P-0317,complainant,,
FP-00562,FIR-0144,P-0010,accused,,in custody
FP-00563,FIR-0144,P-0077,accused,,on bail
FP-00564,FIR-0144,P-0203,victim,,
FP-00565,FIR-0144,P-0203,complainant,,
FP-00566,FIR-0145,P-0054,accused,,in custody
FP-00567,FIR-0145,P-0004,accused,2025-12-18,in custody
FP-00568,FIR-0145,P-0203,victim,,
FP-00569,FIR-0145,P-0203,complainant,,
FP-00570,FIR-0145,P-0269,witness,,
FP-00571,FIR-0145,P-0282,witness,,
FP-00572,FIR-0146,P-0020,accused,2026-02-24,on bail
FP-00573,FIR-0146,P-0058,accused,2026-03-18,in custody
FP-00574,FIR-0146,P-0278,victim,,
FP-00575,FIR-0146,P-0278,complainant,,
FP-00576,FIR-0147,P-0021,accused,2025-04-16,on bail
FP-00577,FIR-0147,P-0024,accused,2025-04-18,on bail
FP-00578,FIR-0147,P-0131,victim,,
FP-00579,FIR-0147,P-0131,complainant,,
FP-00580,FIR-0147,P-0311,witness,,
FP-00581,FIR-0148,P-0075,accused,,in custody
FP-00582,FIR-0148,P-0108,victim,,
FP-00583,FIR-0148,P-0108,complainant,,
FP-00584,FIR-0148,P-0272,witness,,
FP-00585,FIR-0149,P-0058,accused,2025-12-28,in custody
FP-00586,FIR-0149,P-0043,accused,2025-12-21,on bail
FP-00587,FIR-0149,P-0096,victim,,
FP-00588,FIR-0149,P-0096,complainant,,
FP-00589,FIR-0150,P-0037,accused,2025-12-19,on bail
FP-00590,FIR-0150,P-0015,accused,2025-12-25,in custody
FP-00591,FIR-0150,P-0209,victim,,
FP-00592,FIR-0150,P-0209,complainant,,
FP-00593,FIR-0151,P-0033,accused,2025-12-04,on bail
FP-00594,FIR-0151,P-0206,victim,,
FP-00595,FIR-0151,P-0206,complainant,,
FP-00596,FIR-0151,P-0213,witness,,
FP-00597,FIR-0151,P-0199,witness,,
FP-00598,FIR-0152,P-0015,accused,2025-02-07,on bail
FP-00599,FIR-0152,P-0314,victim,,
FP-00600,FIR-0152,P-0314,complainant,,
FP-00601,FIR-0152,P-0178,witness,,
FP-00602,FIR-0153,P-0276,victim,,
FP-00603,FIR-0153,P-0303,complainant,,
FP-00604,FIR-0154,P-0002,accused,2025-03-07,in custody
FP-00605,FIR-0154,P-0231,victim,,
FP-00606,FIR-0154,P-0231,complainant,,
FP-00607,FIR-0154,P-0263,witness,,
FP-00608,FIR-0154,P-0182,witness,,
FP-00609,FIR-0155,P-0089,accused,,on bail
FP-00610,FIR-0155,P-0065,accused,,on bail
FP-00611,FIR-0155,P-0248,victim,,
FP-00612,FIR-0155,P-0108,complainant,,
FP-00613,FIR-0155,P-0115,witness,,
FP-00614,FIR-0156,P-0265,victim,,
FP-00615,FIR-0156,P-0265,complainant,,
FP-00616,FIR-0157,P-0048,accused,2024-11-28,in custody
FP-00617,FIR-0157,P-0154,victim,,
FP-00618,FIR-0157,P-0154,complainant,,
FP-00619,FIR-0157,P-0258,witness,,
FP-00620,FIR-0157,P-0211,witness,,
FP-00621,FIR-0158,P-0028,accused,2026-07-18,on bail
FP-00622,FIR-0158,P-0142,victim,,
FP-00623,FIR-0158,P-0142,complainant,,
FP-00624,FIR-0159,P-0052,accused,2025-04-08,on bail
FP-00625,FIR-0159,P-0311,victim,,
FP-00626,FIR-0159,P-0311,complainant,,
FP-00627,FIR-0159,P-0122,witness,,
FP-00628,FIR-0160,P-0303,victim,,
FP-00629,FIR-0160,P-0303,complainant,,
FP-00630,FIR-0160,P-0299,witness,,
FP-00631,FIR-0161,P-0054,accused,,in custody
FP-00632,FIR-0161,P-0285,victim,,
FP-00633,FIR-0161,P-0285,complainant,,
FP-00634,FIR-0162,P-0223,victim,,
FP-00635,FIR-0162,P-0223,complainant,,
FP-00636,FIR-0163,P-0062,accused,,in custody
FP-00637,FIR-0163,P-0248,victim,,
FP-00638,FIR-0163,P-0248,complainant,,
FP-00639,FIR-0163,P-0161,witness,,
FP-00640,FIR-0163,P-0182,witness,,
FP-00641,FIR-0164,P-0303,victim,,
FP-00642,FIR-0164,P-0303,complainant,,
FP-00643,FIR-0165,P-0072,accused,2025-10-12,in custody
FP-00644,FIR-0165,P-0177,victim,,
FP-00645,FIR-0165,P-0177,complainant,,
FP-00646,FIR-0166,P-0071,accused,2025-12-03,on bail
FP-00647,FIR-0166,P-0312,victim,,
FP-00648,FIR-0166,P-0309,complainant,,
FP-00649,FIR-0166,P-0206,witness,,
FP-00650,FIR-0166,P-0301,witness,,
FP-00651,FIR-0167,P-0074,accused,,on bail
FP-00652,FIR-0167,P-0327,victim,,
FP-00653,FIR-0167,P-0327,complainant,,
FP-00654,FIR-0167,P-0309,witness,,
FP-00655,FIR-0168,P-0072,accused,,on bail
FP-00656,FIR-0168,P-0169,victim,,
FP-00657,FIR-0168,P-0169,complainant,,
FP-00658,FIR-0168,P-0169,witness,,
FP-00659,FIR-0168,P-0112,witness,,
FP-00660,FIR-0169,P-0043,accused,,in custody
FP-00661,FIR-0169,P-0108,victim,,
FP-00662,FIR-0169,P-0108,complainant,,
FP-00663,FIR-0169,P-0256,witness,,
FP-00664,FIR-0170,P-0045,accused,,on bail
FP-00665,FIR-0170,P-0206,victim,,
FP-00666,FIR-0170,P-0206,complainant,,
FP-00667,FIR-0170,P-0249,witness,,
FP-00668,FIR-0170,P-0199,witness,,
FP-00669,FIR-0171,P-0020,accused,,on bail
FP-00670,FIR-0171,P-0065,accused,2025-12-23,in custody
FP-00671,FIR-0171,P-0235,victim,,
FP-00672,FIR-0171,P-0235,complainant,,
FP-00673,FIR-0171,P-0153,witness,,
FP-00674,FIR-0172,P-0006,accused,,in custody
FP-00675,FIR-0172,P-0111,victim,,
FP-00676,FIR-0172,P-0111,complainant,,
FP-00677,FIR-0173,P-0046,accused,2024-12-03,on bail
FP-00678,FIR-0173,P-0027,accused,,on bail
FP-00679,FIR-0173,P-0091,victim,,
FP-00680,FIR-0173,P-0091,complainant,,
FP-00681,FIR-0173,P-0295,witness,,
FP-00682,FIR-0173,P-0189,witness,,
FP-00683,FIR-0174,P-0083,accused,2025-05-17,in custody
FP-00684,FIR-0174,P-0163,victim,,
FP-00685,FIR-0174,P-0191,complainant,,
FP-00686,FIR-0175,P-0019,accused,2024-12-10,on bail
FP-00687,FIR-0175,P-0280,victim,,
FP-00688,FIR-0175,P-0280,complainant,,
FP-00689,FIR-0176,P-0185,victim,,
FP-00690,FIR-0176,P-0185,complainant,,
FP-00691,FIR-0176,P-0278,witness,,
FP-00692,FIR-0176,P-0195,witness,,
FP-00693,FIR-0177,P-0063,accused,,on bail
FP-00694,FIR-0177,P-0028,accused,2025-08-07,on bail
FP-00695,FIR-0177,P-0129,victim,,
FP-00696,FIR-0177,P-0129,complainant,,
FP-00697,FIR-0178,P-0070,accused,2026-03-12,in custody
FP-00698,FIR-0178,P-0032,accused,2026-03-26,in custody
FP-00699,FIR-0178,P-0024,accused,2026-03-30,on bail
FP-00700,FIR-0178,P-0278,victim,,
FP-00701,FIR-0178,P-0278,complainant,,
FP-00702,FIR-0178,P-0263,witness,,
FP-00703,FIR-0179,P-0065,accused,2025-06-29,on bail
FP-00704,FIR-0179,P-0263,victim,,
FP-00705,FIR-0179,P-0263,complainant,,
FP-00706,FIR-0180,P-0019,accused,2025-06-23,in custody
FP-00707,FIR-0180,P-0177,victim,,
FP-00708,FIR-0180,P-0237,complainant,,
FP-00709,FIR-0180,P-0113,witness,,
FP-00710,FIR-0180,P-0269,witness,,
FP-00711,FIR-0181,P-0067,accused,,on bail
FP-00712,FIR-0181,P-0151,victim,,
FP-00713,FIR-0181,P-0151,complainant,,
FP-00714,FIR-0181,P-0159,witness,,
FP-00715,FIR-0181,P-0158,witness,,
FP-00716,FIR-0182,P-0083,accused,2024-11-20,in custody
FP-00717,FIR-0182,P-0044,accused,,in custody
FP-00718,FIR-0182,P-0210,victim,,
FP-00719,FIR-0182,P-0210,complainant,,
FP-00720,FIR-0182,P-0287,witness,,
FP-00721,FIR-0182,P-0313,witness,,
FP-00722,FIR-0183,P-0020,accused,2025-10-23,on bail
FP-00723,FIR-0183,P-0058,accused,2025-11-05,on bail
FP-00724,FIR-0183,P-0330,victim,,
FP-00725,FIR-0183,P-0330,complainant,,
FP-00726,FIR-0184,P-0183,victim,,
FP-00727,FIR-0184,P-0183,complainant,,
FP-00728,FIR-0184,P-0136,witness,,
FP-00729,FIR-0184,P-0144,witness,,
FP-00730,FIR-0185,P-0057,accused,2025-12-08,on bail
FP-00731,FIR-0185,P-0016,accused,2025-12-26,in custody
FP-00732,FIR-0185,P-0226,victim,,
FP-00733,FIR-0185,P-0226,complainant,,
FP-00734,FIR-0185,P-0105,witness,,
FP-00735,FIR-0185,P-0111,witness,,
FP-00736,FIR-0186,P-0020,accused,2025-03-26,on bail
FP-00737,FIR-0186,P-0299,victim,,
FP-00738,FIR-0186,P-0299,complainant,,
FP-00739,FIR-0186,P-0235,witness,,
FP-00740,FIR-0186,P-0231,witness,,
FP-00741,FIR-0187,P-0059,accused,2026-02-12,on bail
FP-00742,FIR-0187,P-0072,accused,,on bail
FP-00743,FIR-0187,P-0103,victim,,
FP-00744,FIR-0187,P-0261,complainant,,
FP-00745,FIR-0187,P-0095,witness,,
FP-00746,FIR-0188,P-0002,accused,2025-11-23,on bail
FP-00747,FIR-0188,P-0058,accused,2025-12-17,on bail
FP-00748,FIR-0188,P-0043,accused,,in custody
FP-00749,FIR-0188,P-0270,victim,,
FP-00750,FIR-0188,P-0270,complainant,,
FP-00751,FIR-0189,P-0067,accused,2026-02-01,in custody
FP-00752,FIR-0189,P-0050,accused,,in custody
FP-00753,FIR-0189,P-0297,victim,,
FP-00754,FIR-0189,P-0158,complainant,,
FP-00755,FIR-0189,P-0298,witness,,
FP-00756,FIR-0189,P-0162,witness,,
FP-00757,FIR-0190,P-0063,accused,2024-08-09,on bail
FP-00758,FIR-0190,P-0199,victim,,
FP-00759,FIR-0190,P-0108,complainant,,
FP-00760,FIR-0190,P-0292,witness,,
FP-00761,FIR-0190,P-0312,witness,,
FP-00762,FIR-0191,P-0070,accused,,on bail
FP-00763,FIR-0191,P-0032,accused,,in custody
FP-00764,FIR-0191,P-0221,victim,,
FP-00765,FIR-0191,P-0207,complainant,,
FP-00766,FIR-0192,P-0156,victim,,
FP-00767,FIR-0192,P-0156,complainant,,
FP-00768,FIR-0192,P-0260,witness,,
FP-00769,FIR-0193,P-0025,accused,2024-12-24,in custody
FP-00770,FIR-0193,P-0101,victim,,
FP-00771,FIR-0193,P-0101,complainant,,
FP-00772,FIR-0194,P-0057,accused,,on bail
FP-00773,FIR-0194,P-0083,accused,,on bail
FP-00774,FIR-0194,P-0101,victim,,
FP-00775,FIR-0194,P-0101,complainant,,
FP-00776,FIR-0194,P-0262,witness,,
FP-00777,FIR-0194,P-0266,witness,,
FP-00778,FIR-0195,P-0030,accused,2026-03-22,in custody
FP-00779,FIR-0195,P-0051,accused,2026-03-19,in custody
FP-00780,FIR-0195,P-0171,victim,,
FP-00781,FIR-0195,P-0171,complainant,,
FP-00782,FIR-0196,P-0032,accused,,on bail
FP-00783,FIR-0196,P-0062,accused,2026-02-23,on bail
FP-00784,FIR-0196,P-0236,victim,,
FP-00785,FIR-0196,P-0276,complainant,,
FP-00786,FIR-0196,P-0122,witness,,
FP-00787,FIR-0196,P-0231,witness,,
FP-00788,FIR-0197,P-0106,victim,,
FP-00789,FIR-0197,P-0106,complainant,,
FP-00790,FIR-0197,P-0285,witness,,
FP-00791,FIR-0198,P-0047,accused,2026-04-23,in custody
FP-00792,FIR-0198,P-0057,accused,,on bail
FP-00793,FIR-0198,P-0081,accused,2026-04-30,in custody
FP-00794,FIR-0198,P-0175,victim,,
FP-00795,FIR-0198,P-0175,complainant,,
FP-00796,FIR-0199,P-0282,victim,,
FP-00797,FIR-0199,P-0282,complainant,,
FP-00798,FIR-0200,P-0038,accused,,on bail
FP-00799,FIR-0200,P-0024,accused,2026-04-28,in custody
FP-00800,FIR-0200,P-0284,victim,,
FP-00801,FIR-0200,P-0284,complainant,,
FP-00802,FIR-0200,P-0114,witness,,
FP-00803,FIR-0201,P-0201,victim,,
FP-00804,FIR-0201,P-0201,complainant,,
FP-00805,FIR-0201,P-0131,witness,,
FP-00806,FIR-0201,P-0223,witness,,
FP-00807,FIR-0202,P-0153,victim,,
FP-00808,FIR-0202,P-0153,complainant,,
FP-00809,FIR-0203,P-0015,accused,2025-04-20,in custody
FP-00810,FIR-0203,P-0009,accused,2025-04-09,on bail
FP-00811,FIR-0203,P-0270,victim,,
FP-00812,FIR-0203,P-0270,complainant,,
FP-00813,FIR-0204,P-0055,accused,2026-06-16,in custody
FP-00814,FIR-0204,P-0012,accused,2026-06-24,in custody
FP-00815,FIR-0204,P-0136,victim,,
FP-00816,FIR-0204,P-0136,complainant,,
FP-00817,FIR-0205,P-0203,victim,,
FP-00818,FIR-0205,P-0203,complainant,,
FP-00819,FIR-0206,P-0061,accused,,in custody
FP-00820,FIR-0206,P-0028,accused,,on bail
FP-00821,FIR-0206,P-0284,victim,,
FP-00822,FIR-0206,P-0202,complainant,,
FP-00823,FIR-0207,P-0025,accused,2026-03-23,on bail
FP-00824,FIR-0207,P-0014,accused,,on bail
FP-00825,FIR-0207,P-0175,victim,,
FP-00826,FIR-0207,P-0175,complainant,,
FP-00827,FIR-0208,P-0024,accused,2025-01-13,on bail
FP-00828,FIR-0208,P-0060,accused,,on bail
FP-00829,FIR-0208,P-0224,victim,,
FP-00830,FIR-0208,P-0224,complainant,,
FP-00831,FIR-0208,P-0182,witness,,
FP-00832,FIR-0209,P-0108,victim,,
FP-00833,FIR-0209,P-0108,complainant,,
FP-00834,FIR-0210,P-0087,accused,,on bail
FP-00835,FIR-0210,P-0032,accused,2026-05-05,on bail
FP-00836,FIR-0210,P-0038,accused,2026-04-13,in custody
FP-00837,FIR-0210,P-0110,victim,,
FP-00838,FIR-0210,P-0110,complainant,,
FP-00839,FIR-0211,P-0051,accused,2025-06-29,on bail
FP-00840,FIR-0211,P-0091,victim,,
FP-00841,FIR-0211,P-0091,complainant,,
FP-00842,FIR-0211,P-0269,witness,,
FP-00843,FIR-0212,P-0059,accused,,on bail
FP-00844,FIR-0212,P-0322,victim,,
FP-00845,FIR-0212,P-0294,complainant,,
FP-00846,FIR-0212,P-0137,witness,,
FP-00847,FIR-0212,P-0323,witness,,
FP-00848,FIR-0213,P-0032,accused,,on bail
FP-00849,FIR-0213,P-0045,accused,2025-12-16,in custody
FP-00850,FIR-0213,P-0024,accused,2026-01-01,in custody
FP-00851,FIR-0213,P-0178,victim,,
FP-00852,FIR-0213,P-0178,complainant,,
FP-00853,FIR-0213,P-0140,witness,,
FP-00854,FIR-0213,P-0238,witness,,
FP-00855,FIR-0214,P-0024,accused,,in custody
FP-00856,FIR-0214,P-0045,accused,2026-01-29,on bail
FP-00857,FIR-0214,P-0199,victim,,
FP-00858,FIR-0214,P-0199,complainant,,
FP-00859,FIR-0214,P-0202,witness,,
FP-00860,FIR-0215,P-0011,accused,,in custody
FP-00861,FIR-0215,P-0008,accused,2025-02-28,in custody
FP-00862,FIR-0215,P-0244,victim,,
FP-00863,FIR-0215,P-0244,complainant,,
FP-00864,FIR-0216,P-0300,victim,,
FP-00865,FIR-0216,P-0243,complainant,,
FP-00866,FIR-0216,P-0152,witness,,
FP-00867,FIR-0216,P-0162,witness,,
FP-00868,FIR-0217,P-0067,accused,2026-01-24,on bail
FP-00869,FIR-0217,P-0293,victim,,
FP-00870,FIR-0217,P-0293,complainant,,
FP-00871,FIR-0217,P-0196,witness,,
FP-00872,FIR-0218,P-0024,accused,2026-02-07,on bail
FP-00873,FIR-0218,P-0038,accused,2026-02-08,on bail
FP-00874,FIR-0218,P-0185,victim,,
FP-00875,FIR-0218,P-0185,complainant,,
FP-00876,FIR-0218,P-0149,witness,,
FP-00877,FIR-0218,P-0114,witness,,
FP-00878,FIR-0219,P-0041,accused,2026-04-05,on bail
FP-00879,FIR-0219,P-0117,victim,,
FP-00880,FIR-0219,P-0117,complainant,,
FP-00881,FIR-0220,P-0309,victim,,
FP-00882,FIR-0220,P-0309,complainant,,
FP-00883,FIR-0221,P-0058,accused,2025-02-11,on bail
FP-00884,FIR-0221,P-0206,victim,,
FP-00885,FIR-0221,P-0206,complainant,,
FP-00886,FIR-0222,P-0016,accused,2024-07-31,in custody
FP-00887,FIR-0222,P-0298,victim,,
FP-00888,FIR-0222,P-0298,complainant,,
FP-00889,FIR-0222,P-0257,witness,,
FP-00890,FIR-0222,P-0194,witness,,
FP-00891,FIR-0223,P-0183,victim,,
FP-00892,FIR-0223,P-0183,complainant,,
FP-00893,FIR-0223,P-0228,witness,,
FP-00894,FIR-0223,P-0250,witness,,
FP-00895,FIR-0224,P-0021,accused,,in custody
FP-00896,FIR-0224,P-0327,victim,,
FP-00897,FIR-0224,P-0327,complainant,,
FP-00898,FIR-0225,P-0021,accused,,on bail
FP-00899,FIR-0225,P-0311,victim,,
FP-00900,FIR-0225,P-0311,complainant,,
FP-00901,FIR-0226,P-0024,accused,2026-07-09,on bail
FP-00902,FIR-0226,P-0033,accused,2026-06-29,on bail
FP-00903,FIR-0226,P-0292,victim,,
FP-00904,FIR-0226,P-0292,complainant,,
FP-00905,FIR-0227,P-0021,accused,,in custody
FP-00906,FIR-0227,P-0089,accused,,on bail
FP-00907,FIR-0227,P-0221,victim,,
FP-00908,FIR-0227,P-0221,complainant,,
FP-00909,FIR-0227,P-0272,witness,,
FP-00910,FIR-0227,P-0225,witness,,
FP-00911,FIR-0228,P-0032,accused,2025-12-25,on bail
FP-00912,FIR-0228,P-0070,accused,,on bail
FP-00913,FIR-0228,P-0251,victim,,
FP-00914,FIR-0228,P-0251,complainant,,
FP-00915,FIR-0229,P-0108,victim,,
FP-00916,FIR-0229,P-0108,complainant,,
FP-00917,FIR-0229,P-0140,witness,,
FP-00918,FIR-0230,P-0042,accused,,on bail
FP-00919,FIR-0230,P-0141,victim,,
FP-00920,FIR-0230,P-0141,complainant,,
FP-00921,FIR-0230,P-0240,witness,,
FP-00922,FIR-0230,P-0106,witness,,
FP-00923,FIR-0231,P-0054,accused,2026-05-10,in custody
FP-00924,FIR-0231,P-0034,accused,,in custody
FP-00925,FIR-0231,P-0160,victim,,
FP-00926,FIR-0231,P-0160,complainant,,
FP-00927,FIR-0232,P-0009,accused,2024-09-07,on bail
FP-00928,FIR-0232,P-0206,victim,,
FP-00929,FIR-0232,P-0263,complainant,,
FP-00930,FIR-0233,P-0052,accused,2026-05-17,on bail
FP-00931,FIR-0233,P-0037,accused,,in custody
FP-00932,FIR-0233,P-0272,victim,,
FP-00933,FIR-0233,P-0272,complainant,,
FP-00934,FIR-0233,P-0174,witness,,
FP-00935,FIR-0233,P-0100,witness,,
FP-00936,FIR-0234,P-0316,victim,,
FP-00937,FIR-0234,P-0316,complainant,,
FP-00938,FIR-0235,P-0003,accused,2026-01-15,in custody
FP-00939,FIR-0235,P-0033,accused,2026-02-02,on bail
FP-00940,FIR-0235,P-0324,victim,,
FP-00941,FIR-0235,P-0238,complainant,,
FP-00942,FIR-0235,P-0122,witness,,
FP-00943,FIR-0235,P-0161,witness,,
FP-00944,FIR-0236,P-0035,accused,2024-10-26,in custody
FP-00945,FIR-0236,P-0302,victim,,
FP-00946,FIR-0236,P-0302,complainant,,
FP-00947,FIR-0237,P-0125,victim,,
FP-00948,FIR-0237,P-0125,complainant,,
FP-00949,FIR-0238,P-0001,accused,,in custody
FP-00950,FIR-0238,P-0057,accused,2026-03-26,on bail
FP-00951,FIR-0238,P-0102,victim,,
FP-00952,FIR-0238,P-0102,complainant,,
FP-00953,FIR-0239,P-0063,accused,2025-03-21,on bail
FP-00954,FIR-0239,P-0032,accused,2025-03-06,on bail
FP-00955,FIR-0239,P-0309,victim,,
FP-00956,FIR-0239,P-0309,complainant,,
FP-00957,FIR-0240,P-0071,accused,2026-05-28,in custody
FP-00958,FIR-0240,P-0075,accused,,in custody
FP-00959,FIR-0240,P-0251,victim,,
FP-00960,FIR-0240,P-0251,complainant,,
FP-00961,FIR-0241,P-0069,accused,,in custody
FP-00962,FIR-0241,P-0008,accused,2026-02-06,on bail
FP-00963,FIR-0241,P-0232,victim,,
FP-00964,FIR-0241,P-0232,complainant,,
FP-00965,FIR-0241,P-0198,witness,,
FP-00966,FIR-0241,P-0099,witness,,
FP-00967,FIR-0242,P-0038,accused,2026-01-13,in custody
FP-00968,FIR-0242,P-0087,accused,,in custody
FP-00969,FIR-0242,P-0314,victim,,
FP-00970,FIR-0242,P-0314,complainant,,
FP-00971,FIR-0243,P-0020,accused,2026-03-08,on bail
FP-00972,FIR-0243,P-0043,accused,,on bail
FP-00973,FIR-0243,P-0291,victim,,
FP-00974,FIR-0243,P-0264,complainant,,
FP-00975,FIR-0244,P-0032,accused,,in custody
FP-00976,FIR-0244,P-0009,accused,2025-04-22,on bail
FP-00977,FIR-0244,P-0199,victim,,
FP-00978,FIR-0244,P-0199,complainant,,
FP-00979,FIR-0245,P-0019,accused,2025-03-27,in custody
FP-00980,FIR-0245,P-0054,accused,2025-03-15,on bail
FP-00981,FIR-0245,P-0261,victim,,
FP-00982,FIR-0245,P-0261,complainant,,
FP-00983,FIR-0246,P-0074,accused,,in custody
FP-00984,FIR-0246,P-0185,victim,,
FP-00985,FIR-0246,P-0185,complainant,,
FP-00986,FIR-0247,P-0071,accused,2024-09-22,in custody
FP-00987,FIR-0247,P-0070,accused,,on bail
FP-00988,FIR-0247,P-0125,victim,,
FP-00989,FIR-0247,P-0125,complainant,,
FP-00990,FIR-0248,P-0038,accused,2025-06-10,in custody
FP-00991,FIR-0248,P-0251,victim,,
FP-00992,FIR-0248,P-0118,complainant,,
FP-00993,FIR-0249,P-0001,accused,2025-06-27,in custody
FP-00994,FIR-0249,P-0152,victim,,
FP-00995,FIR-0249,P-0152,complainant,,
FP-00996,FIR-0249,P-0313,witness,,
FP-00997,FIR-0250,P-0037,accused,2024-10-01,in custody
FP-00998,FIR-0250,P-0263,victim,,
FP-00999,FIR-0250,P-0263,complainant,,
FP-01000,FIR-0250,P-0276,witness,,
FP-01001,FIR-0250,P-0216,witness,,
FP-01002,FIR-0251,P-0077,accused,2024-10-27,in custody
FP-01003,FIR-0251,P-0232,victim,,
FP-01004,FIR-0251,P-0286,complainant,,
FP-01005,FIR-0252,P-0020,accused,,on bail
FP-01006,FIR-0252,P-0043,accused,,in custody
FP-01007,FIR-0252,P-0125,victim,,
FP-01008,FIR-0252,P-0125,complainant,,
FP-01009,FIR-0253,P-0104,victim,,
FP-01010,FIR-0253,P-0104,complainant,,
FP-01011,FIR-0253,P-0159,witness,,
FP-01012,FIR-0254,P-0061,accused,,on bail
FP-01013,FIR-0254,P-0264,victim,,
FP-01014,FIR-0254,P-0264,complainant,,
FP-01015,FIR-0255,P-0047,accused,2024-09-01,in custody
FP-01016,FIR-0255,P-0057,accused,,on bail
FP-01017,FIR-0255,P-0081,accused,,on bail
FP-01018,FIR-0255,P-0190,victim,,
FP-01019,FIR-0255,P-0190,complainant,,
FP-01020,FIR-0256,P-0029,accused,,in custody
FP-01021,FIR-0256,P-0192,victim,,
FP-01022,FIR-0256,P-0192,complainant,,
FP-01023,FIR-0257,P-0033,accused,,in custody
FP-01024,FIR-0257,P-0172,victim,,
FP-01025,FIR-0257,P-0172,complainant,,
FP-01026,FIR-0258,P-0067,accused,2025-12-19,in custody
FP-01027,FIR-0258,P-0104,victim,,
FP-01028,FIR-0258,P-0104,complainant,,
FP-01029,FIR-0259,P-0041,accused,2026-02-06,on bail
FP-01030,FIR-0259,P-0006,accused,2026-02-03,in custody
FP-01031,FIR-0259,P-0143,victim,,
FP-01032,FIR-0259,P-0234,complainant,,
FP-01033,FIR-0259,P-0165,witness,,
FP-01034,FIR-0259,P-0230,witness,,
FP-01035,FIR-0260,P-0050,accused,2025-03-13,on bail
FP-01036,FIR-0260,P-0001,accused,,in custody
FP-01037,FIR-0260,P-0307,victim,,
FP-01038,FIR-0260,P-0283,complainant,,
FP-01039,FIR-0261,P-0070,accused,2025-12-07,on bail
FP-01040,FIR-0261,P-0045,accused,,in custody
FP-01041,FIR-0261,P-0038,accused,,on bail
FP-01042,FIR-0261,P-0254,victim,,
FP-01043,FIR-0261,P-0254,complainant,,
FP-01044,FIR-0261,P-0126,witness,,
FP-01045,FIR-0261,P-0155,witness,,
FP-01046,FIR-0262,P-0081,accused,,in custody
FP-01047,FIR-0262,P-0083,accused,,on bail
FP-01048,FIR-0262,P-0132,victim,,
FP-01049,FIR-0262,P-0132,complainant,,
FP-01050,FIR-0263,P-0069,accused,,in custody
FP-01051,FIR-0263,P-0192,victim,,
FP-01052,FIR-0263,P-0192,complainant,,
FP-01053,FIR-0264,P-0001,accused,,in custody
FP-01054,FIR-0264,P-0184,victim,,
FP-01055,FIR-0264,P-0184,complainant,,
FP-01056,FIR-0265,P-0030,accused,2025-12-15,in custody
FP-01057,FIR-0265,P-0240,victim,,
FP-01058,FIR-0265,P-0240,complainant,,
FP-01059,FIR-0266,P-0107,victim,,
FP-01060,FIR-0266,P-0107,complainant,,
FP-01061,FIR-0267,P-0015,accused,,on bail
FP-01062,FIR-0267,P-0199,victim,,
FP-01063,FIR-0267,P-0199,complainant,,
FP-01064,FIR-0268,P-0002,accused,2025-06-24,on bail
FP-01065,FIR-0268,P-0043,accused,2025-06-07,on bail
FP-01066,FIR-0268,P-0239,victim,,
FP-01067,FIR-0268,P-0239,complainant,,
FP-01068,FIR-0268,P-0235,witness,,
FP-01069,FIR-0269,P-0039,accused,2025-06-29,in custody
FP-01070,FIR-0269,P-0053,accused,2025-07-03,in custody
FP-01071,FIR-0269,P-0121,victim,,
FP-01072,FIR-0269,P-0196,complainant,,
FP-01073,FIR-0269,P-0179,witness,,
FP-01074,FIR-0270,P-0056,accused,2024-10-12,on bail
FP-01075,FIR-0270,P-0077,accused,2024-10-27,in custody
FP-01076,FIR-0270,P-0106,victim,,
FP-01077,FIR-0270,P-0106,complainant,,
FP-01078,FIR-0270,P-0286,witness,,
FP-01079,FIR-0271,P-0017,accused,,in custody
FP-01080,FIR-0271,P-0088,accused,2025-05-21,in custody
FP-01081,FIR-0271,P-0218,victim,,
FP-01082,FIR-0271,P-0218,complainant,,
FP-01083,FIR-0272,P-0084,accused,2026-04-18,in custody
FP-01084,FIR-0272,P-0313,victim,,
FP-01085,FIR-0272,P-0313,complainant,,
FP-01086,FIR-0272,P-0300,witness,,
FP-01087,FIR-0272,P-0173,witness,,
FP-01088,FIR-0273,P-0284,victim,,
FP-01089,FIR-0273,P-0284,complainant,,
FP-01090,FIR-0273,P-0292,witness,,
FP-01091,FIR-0273,P-0290,witness,,
FP-01092,FIR-0274,P-0081,accused,2026-06-13,on bail
FP-01093,FIR-0274,P-0083,accused,2026-06-02,on bail
FP-01094,FIR-0274,P-0111,victim,,
FP-01095,FIR-0274,P-0111,complainant,,
FP-01096,FIR-0275,P-0002,accused,,on bail
FP-01097,FIR-0275,P-0058,accused,2026-06-06,on bail
FP-01098,FIR-0275,P-0256,victim,,
